review_text,sentiment,cluster12,cluster_label,x,y
"Ads that cover the whole screen [Later update] Since you bothered to respond to my review I will elaborate: 1. Any app that displays weird looking adds (ads for games?!) that cover the whole screen are suspicious apps: spyware, etc. You should count yourself lucky that I did not report your app to Google. The only reason for not doing that is that I've been using your app for some time, before the new ad behavior, and it was fine. 2. Let's ignore my previous point for a minute and consider this: a ""Business Calendar"" app that sends me adds about online games that I can ""skip"" by stopping the app and then re-opening... Really, if I'm a business person what would I want with an online game for children? 3. You mentioned the apps has to be deployed daily. Tough luck! I did not make your release schedule, you did. Furthermore I would be perfectly fine using an older version of the app, with no ads, or far fewer adds. I really don't care about the latest releases, and most business people don't either. We want stable things that we don't need to upgrade every week or so. 4. Since the ads covering the whole screen started being pushed I realized that your app has little added value over the calendar apps that came preinstalled on my mobile devices... And they don't have any adds.",Negative,6,Ads friction,16.51588,8.247012
"The app crashes quite often recently but when it works it's really useful to manage events and meetings, easy to use",Neutral,7,App stability & updates,11.207738,5.311739
"1/5/20) I have tried the updates since my original post, and launch speed has slightly improved. Main Landing Page loads very slowly, but at least didn't crash right away again. Almost froze when scrolling through habits. I gave it more time to load, then tried going to a different section of the app & it crashed.. 11/9/19) Would be an awesome app, if it would load. Painfully slow startup and very laggy in app as a well. (Android 9 ; Moto G6 Play) Please fix! & I will actually update my review.",Negative,7,App stability & updates,11.054254,4.9937034
Best life rpg app that I could find. Support is very helpful and fast at responding. Everything other app I tried was all about them milking money. But not this one.,Positive,2,General positive,13.454884,3.6275277
Jus started using. So far I like it.,Neutral,3,Ease of use,12.940092,1.3924514
"Date, no time.",Negative,9,Sync & login issues,15.041117,5.943748
Great for making my lists!,Positive,3,Ease of use,12.988039,4.641399
This is very good app but the monthly cost or yearly cost are not worth it for me. I found a free app that does tbe same things.,Negative,2,General positive,10.532321,3.1220028
I just switched from Wunderlist. Why cant I share my list with my family to add or delete from?,Neutral,0,Task management,12.511571,5.218603
"I enable those options, but when I close the program completely, I can still enter other programs. Please help",Negative,9,Sync & login issues,11.15962,5.538708
Frustrated - Popup ads have become a nuisance. Far too many. I can no longer recommend this app.,Negative,6,Ads friction,16.547663,8.547492
"Just what I needed in a habit tracker. Simply amazing. Only request I have is can we have in-built timer for some habits? Like if I want a track a habit of daily reading a book for 30 minutes, I want to see if I am reading for 30 minutes or less. Thanks.",Positive,5,Habit tracking,15.4572,3.7013218
It is very helpful app,Positive,2,General positive,12.051401,2.2047749
Crashing a lot after update,Neutral,9,Sync & login issues,11.061334,5.2620497
it was alright in the beginning but search bar disappeared after adding my tasks. guess there is bug who can't handle long task list. not recommending.,Negative,0,Task management,12.843922,6.0932226
Easy to use,Positive,3,Ease of use,13.812841,1.0132278
"(+)Pros: it's fun, LOTS of customisation, ALL basic functionality are free, inclined to habit generation than everyday to do list. (-)Cons: first time setup are quite challenging; literally create your own system. Icons & themes are limited (minor inconvenience). I was using LifeRPG (which seems abandoned now) so it helps with the learning curve. I see devs made lots improvement here. Recommended!",Positive,3,Ease of use,12.761522,3.6424263
The app is great but after using awhile it start to lag.,Neutral,7,App stability & updates,11.301341,3.7658498
"Was great till they added fermium garbage limits, and way overpriced premium with crazy overkill features. Got to love the apology to a review. It's amazing how far companies will go to not make a sale or a dime. 👋 I happily pay for services to store data or provide entertainment and apps that provide tools, but wow you must have some super users to garner 30/yr in value from a task app. I'd have been happy with ads or paying $10 once to get some small set of advanced features, but damn.",Negative,1,Premium / paywall friction,11.645281,3.196869
Very useful and user-friendly app. Best schedule app I've ever used for today. Thanks a lot!,Positive,8,General task/app praise,15.079825,4.9808946
"Disappointed. I have paid for the pro version. Due to space issues I had to delete this app,however I reinstalled it. Now I'm not able to restore my pro version as an error occurs nor am I able to login to my account. I have logged out of all other accounts as said in the error, yet I'm unable to use the pro features it's asking for payment again. On top of that your support doesn't even care to reply. Already mailed them twice. Seems that you only care until your customer buys the pro version.",Negative,1,Premium / paywall friction,9.0353565,4.375996
